date,tweet,user
2020-03-08 07:44:05+00:00,Not so bad. Took the family out to lunch. And then we went shopping for a new sofa. Our present one has the shoe of in it permanently!,defazio_lou
2020-03-08 07:24:12+00:00,"Went shopping yesterday n saw a fab offer on Velvet toilet rolls. 45 for just over 10.00 Can’t resist a bargain so bought 2lots. Got some right looks coming out of the shop coz I think people must av thought we were panic buying lol But we weren’t, I just love a bargain lol ",aston1970ap
2020-03-08 06:38:11+00:00,I don’t understand why everyone is freaking out about hoarding toilet paper...we went grocery shopping and there was plenty. Is it just at Costco where people are panic-buying because of #coronavirus ?,JJMothershed
2020-03-08 04:34:55+00:00,"We went shopping today here in Canada, at a Walmart. All lysol products sold out. Almost all toilet paper gone. Most pasta &amp; rice gone. Peoples carts stuffed/panic buying. No masks, no coughing, yet. Huge lineups. ",Jaytmastersong1
2020-03-08 03:29:23+00:00,"We have had a good visit with our daughter while on her leave. She and I went clothes shopping today to pick up a few things for her trip. Plenty of people of all ages out shopping, nail shop among other stores full people today, people eating out etc. Why the panic?",mefbama
2020-03-08 03:23:48+00:00,It’s important to be prepared. We went out today and did another big shopping trip to stock up on everything. Just need to get refills of our dogs’ Rxs. This coronavirus stuff is really going to hit the fan soon.,911_blondie
2020-03-08 02:55:17+00:00,so today my mom & i were planning on going shopping. we first went to the dg &amp; bank &amp; then we had to get dad. she took forever in the store so i kinda started to get annoyed. i got home &amp; joey texts me to send him pics of his hoodies and i open my closet &amp; this dood POPPED OUT.,payjhostetler
2020-03-08 01:34:39+00:00,i went shopping yesterday for groceries AND we just happened to need more TP. So I was actually embarrassed to walk around and out of the store with it.,Diver_Doc
2020-03-07 23:52:22+00:00,@jimcramer just went out touring condos for sale in Seattle. We were not the only ones. Coronavirus not keeping people from shopping for homes it seems.,closson_mark
2020-03-07 23:43:41+00:00,"Went to visit my Mom at the hospital and then to my FiL’s for dinner. No one is around, there’s no evidence of the pork chops he was going to cook. We figured he was still out shopping and settled in to wait.",Ivriniel
2020-03-07 23:38:14+00:00,We came back to Italy from the U.K. last weekend. We were lucky to get home I think. Have been in mostly ever since - only went out today for some food shopping,fliss59
2020-09-03 18:26:48+00:00,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",LenovoLegion
2020-03-07 23:32:38+00:00,Mom and I attended a birthday lunch for granddaughter/niece and then we went grocery shopping. We both came back to our respective homes thoroughly warn out. Now laying on my massager pad.,tdanderson60
2020-03-07 23:01:22+00:00,"We have zero cases so far and while I am sure that will change, I went shopping today and the soap aisle was like something out of a zombie survival game. I wasn't actually looking for soap, but was curious.",oxfordsplice
2020-03-07 22:28:29+00:00,"Twitter family, the weather was nice today. My pet alligator named Jim I went shopping. We gave smiles to strangers because it might be the only smile they get today smiles. My smile is pretty wore out. Jim needs to work on his smile, he shows to many teeth and scares people. ",Strongeaspoop
2020-03-07 21:22:55+00:00,I was supposed to go to my niece’s last dance competition of the year but instead went grocery shopping with my nephew so we can cook together. They’re becoming adults much sooner than I’m ready for but I’m so grateful they still want to hang out with me. My bébés.,Lindleem
2020-03-07 21:02:12+00:00,"One of the unseen side effects of all this stockpiling, is the lack of toddler food. Freddie only eats three dinners and when we went to get them today they were almost sold out. Please consider those with #autistic children when shopping. #Autism #autismlove",freddies_world
2020-03-07 20:59:46+00:00,Been a busy ass Saturday: - Smoked a 6lb pork butt - built a deck in the backyard - played some Madden during breaks - went grocery shopping for sides I’m tired and it’s only 3pm. Wife says “we are going out tonight.... 75 miles away.... got us a hotel... #LetsGo #RideOrDie,RiggsOnAirTX
2020-03-07 20:54:14+00:00,"We went out tonight for a quick bite to eat but starting tomorrow we are on complete lockdown. After grocery shopping, of course. #coronavirusitalla",vivi_in_italia
2020-03-07 20:18:34+00:00,Gotcha! We had a literal quarantine order in San Diego and the quarantined individual broke it and went out shopping at the mall. I consider her a yolo lol,Ventain
2020-03-07 19:31:20+00:00,hostel. we went out to eat and got back to the hostel. after that we went to the venue to check it up and got an uber to primark. now we're on our way to go back to the hostel and grocery shopping.,dilot91
2020-03-07 19:04:59+00:00,".@rocksandwiggles came to check if I was doing okay. We went to see Birds of Prey (I’m so gay for all of them), too much food, shopping and ice cream. We matched dinosaur outfits I’m so thankful for people looking out for me, wouldn’t be getting through this without them ",scarlett_jazmin
2020-03-07 18:03:00+00:00,"Interesting. Up at Zorica's atm & went shopping for food today. On way, though miles away aware Crystal Palace scored btw what a noise! What we noticed, is not a single person out/working- quite busy-had sniffles or cough. So I think people sensibly staying in if they have a cold",DMDent
2020-03-07 17:49:31+00:00,"You should. We went grocery shopping and got rid of all meat products we had at the house to avoid temptation. There are still things you can get from take out, FF or restaurants. But I never realized how EVERYTHING has meat in it until we gave it up",theBKL0unge
2020-03-07 17:49:24+00:00,"Used to work at a McDonald's in a shopping centre. Out the back we used to chuck eggs at a window about 50ft away and 2 stories up, the only window on a huge wall. Went on for years and must've wasted thousands of eggs.",gordie_jr
2020-03-07 17:22:55+00:00,"We went shopping at @TraderJoesList and got four days worth of breakfast, lunch, dinner and snacks for less than $70! Check out our blog for the shopping list and all of the recipes to help you set yourself up for success this week! #mealprep #healthylifestyle",tnt_getfit
2020-03-07 16:57:48+00:00,"Yes! I really dislike the 'sort myself/my family out to the detriment of others' mentality. Went shopping today and bought what we normally buy. No panic, no stocking up so others can't have what they need. Most importantly we bought Nutella. We'll be OK whatever happens. ",AdrianBethune
2020-03-07 16:45:59+00:00,"Last week we went shopping and one store didn't have any water, toilet paper, tissues, etc. left The other, way bigger one had sold out half of it's toilet paper and frozen stuff already despite having restocked in the morning",GDistaster
2020-03-07 16:33:11+00:00,"I went shopping on Tuesday and all the name brand toilet paper was gone, went again on Thursday and there was NONE! One older lady had a whole trolley full! I don’t think we’ve had any thefts in our hospitals, but our stores were out of sanitiser last month!",SamCarter4eva
2020-03-07 16:17:14+00:00,went grocery shopping w the sibling &amp; everything was just. so much. i had to put everything back &amp; get out of the store bc i couldn't breathe &amp; now i'm just sitting in my car waiting for the sibling &amp; trying not to cry lol we love panic attacks,gaybinging
2020-03-07 16:15:01+00:00,What’s up with people panic buying toilet paper? We went grocery shopping yesterday and almost every person walked out with at least 24 rolls. How much can one person ?,windsofjane
2020-03-07 15:49:29+00:00,"Went shopping and got some extra apples last week. Kids didn’t eat them as fast as I thought they might, so we’re drying them out for later use. Nothing goes to waste in our family - Reduce! Repurpose! Reuse! Recycle! #ClimateChange",MDHillRaiser
2020-09-03 18:26:48+00:00,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",LenovoLegion
2020-03-07 14:37:56+00:00,"someone has been telling the crowd we'll be staying home for two weeks in May because that's when the virus outbreak will reach its peak. So people went all out shopping, not sure why they were that concerned about stocking toilet paper and not canned baked beans",KingNothing313
2020-03-07 09:49:30+00:00,"So, ofie and I couldn’t sleep so we went late night care package shopping and while at Walmart, there were these kids there filming a TikTok of their friend popping a balloon that was attached to the clothes rack. Turns out, they were filming to see if it would scare ofie.",CwWildside
2020-03-07 06:48:23+00:00,I just went shopping for soap because we ran out and they were literally almost sold out ,saxchinchilla
2020-03-07 05:52:24+00:00,"got no sleep last night because of well... stupid sleep issues. finished work today, went out to dinner, got all the shopping done finally that I needed to, and now rest, flight leaves in a bit under 36 hours. Here we go! Can't wait for this! ",ryan_bishop1
2020-03-07 05:46:20+00:00,I’m hurt asf.... Sebi and Sarah went shopping w/out me after we said we’d go together ,DarlaGonzal3s
2020-03-07 05:44:36+00:00,It’s been a while since we went grocery shopping. We usually just have it delivered at home but we both figured it was time to make some changes if we’re gonna have an addition to the family. I forgot how fun shopping with Siw gets. And Jongin is out here somewhere. ,kim_ohjunmyeon
2020-03-07 05:29:48+00:00,"It was fun, then we went shopping and sassed each other which freaked out some people we both have very dry sense of humour. #smartasses",OutlanderCanuck
2020-03-07 04:37:29+00:00,my mom and i said we were having a movie night but we went to go have drinks and now we’re out shopping lmao,maddie_mrtnez
2020-03-07 01:54:39+00:00,I was having such a bad day and I found out my mom was too. We then went shoe shopping. We love a mother who has the same coping mechanism as you Bless her and her wallet ,KamarNaano
2020-03-07 01:38:42+00:00,My mom and I went to home golds for a mug and we came out with a bunch of stuff for our puppies. Now I know why my dad insist on coming shopping with us,malloree_jo
2020-03-06 23:14:49+00:00,"My husband & I are with you Jim. 68 & 69 years young. We live In Sugar Land, Tex. Went out for dinner yesterday &amp; grocery shopping today. We don’t see fear here, even though a man has a presumptive case.",richard58411935
2020-03-06 22:54:11+00:00,"I went out and bought disposable gloves which we use when lambing so feel happier handling change when I go shopping . Bought cat food, toilet paper and some chocolate #allsorted",AnnaLuptonSays
2020-03-06 22:34:35+00:00,"THIS ! we went to do shopping today, one thing we needed was toilet paper and the whole place was fucking emptyyyyy like tf ? mums shopping delivery driver told her today she was lucky to be able to order hand wash as they’re soon to run out. actual madness ",fcxkyoulol
2020-03-06 21:59:42+00:00,"A million % agree. Went shopping tonight because we needed some bits toilet roll out of stock. Milk out of stock decafe tea bags out of stock. Long life milk, instant mash, paracetamol, hand wash, part baked baguette.... It's bonkers out there! ",adechapmanlaw
2020-03-06 21:31:37+00:00,"When the folks went out. I would ask for a boogie prize, aka a surprise item. We’re not sure why I said boogie prize, but it’s been a thing since I was a toddler. If they went to a corner store it was a chocolate bar, if they went out shopping to mall, completely random item.",majhoulinan
